right_shoulder_x,right_shoulder_y,right_shoulder_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_hip_x,right_hip_y,right_hip_z,left_hip_x,left_hip_y,left_hip_z,right_knee_x,right_knee_y,right_knee_z,left_knee_x,left_knee_y,left_knee_z,right_ankle_x,right_ankle_y,right_ankle_z,left_ankle_x,left_ankle_y,left_ankle_z,label
-1.162438113,-0.968232779,1.371183219,0.397454913,-0.943099799,1.392579954,-0.99999999,4.50E-16,0.000140452697,0,0,0,-1.228454412,-2.941744642,-0.904762113,0.585633642,-2.906369711,-0.928360064,-1.343787623,0.78734696,-1.755239257,0.0548572383,0.943313122,-1.749633487,0
-1.185469479,-0.914076949,1.367663556,0.376947648,-0.904899562,1.388904567,-0.999999345,-1.58E-17,-0.00114429849,0,0,0,-1.292124968,-3.148901048,-0.902331071,0.531125614,-2.979252242,-0.933882922,-1.316067346,0.638625508,-1.75329739,0.0811502687,0.916524646,-1.746839562,0
-1.190322979,-0.869124224,1.368826563,0.372621996,-0.891083022,1.384137898,-0.999998432,2.26E-16,-0.00177066284,0,0,0,-1.316964923,-3.396678466,-0.897219475,0.53544754,-3.441309876,-0.919868189,-1.299755668,0.458133289,-1.745373191,0.109709632,0.58327157,-1.73383688,0
-1.211658949,-0.861942338,1.365829507,0.34802422,-0.888683745,1.382072156,-0.999988515,1.60E-16,-0.00479266154,0,0,0,-1.421496757,-3.384496563,-0.885258615,0.444009574,-3.289346064,-0.916232256,-1.288935926,0.604832857,-1.732926498,0.126585942,0.693288513,-1.716781081,0
-1.211116933,-0.825629874,1.364451346,0.340633838,-0.840023331,1.37640033,-0.999983479,2.84E-16,-0.00574811011,0,0,0,-1.457044685,-3.453735408,-0.877806066,0.42629789,-3.333347529,-0.904231745,-1.283977318,0.582747901,-1.718557411,0.132306991,0.811024891,-1.697528465,0
-1.205506881,-0.727246299,1.360991694,0.338046698,-0.761530284,1.370664668,-0.999981809,2.53E-16,-0.00603170543,0,0,0,-1.471301493,-3.347233886,-0.869572864,0.427659758,-3.402270718,-0.88962741,-1.282278789,0.611397585,-1.697938743,0.139643198,0.777019393,-1.674833586,0
-1.208790535,-0.760465715,1.356713454,0.329302927,-0.804700622,1.36182971,-0.999979153,1.72E-16,-0.00645705703,0,0,0,-1.502804759,-3.32697587,-0.860720951,0.402761119,-3.436857288,-0.874753878,-1.275504223,0.516610275,-1.680197948,0.148033626,0.622703034,-1.656921728,0
-1.211979127,-0.741262399,1.345939654,0.319883223,-0.780738552,1.349656821,-0.999981244,2.74E-16,-0.00612470812,0,0,0,-1.541274298,-3.255338842,-0.856692948,0.367040592,-3.338274327,-0.874913451,-1.268580491,0.562562117,-1.667038687,0.156517761,0.701783977,-1.644399158,0
-1.215589863,-0.634093836,1.336756982,0.31347407,-0.707440927,1.334008048,-0.999984415,3.09E-16,-0.00558290921,0,0,0,-1.590930911,-3.622664363,-0.845377373,0.321329794,-3.661257501,-0.861159421,-1.27472466,0.0431604742,-1.653354538,0.15365271,0.203356616,-1.630659676,0
-1.220400955,-0.643524204,1.32913272,0.307952956,-0.721210617,1.327377494,-0.999979465,-9.12E-17,-0.00640850864,0,0,0,-1.617955366,-3.585722357,-0.828793887,0.292826784,-3.735096228,-0.847957405,-1.273899482,0.0838154122,-1.632177259,0.154048448,0.164022038,-1.610283444,0
-1.221236591,-0.607038094,1.318375463,0.306104436,-0.703660292,1.314563135,-0.99997915,2.02E-16,-0.00645747596,0,0,0,-1.647346024,-4.085059767,-0.813519869,0.263636454,-4.185133685,-0.832126033,-1.288686758,-0.386146986,-1.618133968,0.138916222,-0.27941492,-1.596028182,0
-1.224431009,-0.629708684,1.305392192,0.302847375,-0.726185145,1.30495571,-0.999991805,3.56E-17,-0.00404851474,0,0,0,-1.668499458,-4.343195009,-0.79968934,0.245067668,-4.274068026,-0.830276249,-1.28782536,-0.390147088,-1.60483759,0.143972463,-0.146051801,-1.582932731,0
-1.231548374,-0.670460668,1.29142825,0.29355031,-0.794724556,1.300138606,-0.999999523,1.47E-16,-0.000976543612,0,0,0,-1.739551838,-4.701511262,-0.780915939,0.178286596,-4.530279451,-0.818476602,-1.302510132,-0.617774468,-1.584557053,0.131197944,-0.349202248,-1.56330462,0
-1.24333239,-0.816506404,1.283247034,0.282659982,-0.945150748,1.294446161,-0.999998849,2.10E-16,0.00151743428,0,0,0,-1.764944565,-4.747459131,-0.766661808,0.151714403,-4.615481828,-0.802716969,-1.304937054,-0.623093412,-1.564351735,0.123078849,-0.458471745,-1.543513201,1
-1.259857188,-0.903469634,1.271944589,0.265145478,-1.027345736,1.285312049,-0.999991972,3.31E-16,0.00400697245,0,0,0,-1.834613508,-4.889523872,-0.751334227,0.0740538008,-4.828562443,-0.780523562,-1.318464872,-0.700556035,-1.54261044,0.105326881,-0.590783569,-1.521157482,1
-1.26568327,-0.910551548,1.263608281,0.258880311,-1.044883111,1.275724995,-0.999999415,2.48E-16,0.00108168232,0,0,0,-1.864671888,-4.978116876,-0.735669769,0.0390601101,-4.96840228,-0.760008822,-1.326051506,-0.77756384,-1.520998503,0.0880618448,-0.758877004,-1.501485972,1
-1.27574548,-0.982476803,1.252361084,0.251791114,-1.138260768,1.270889071,-0.999999293,1.82E-16,-0.00118900288,0,0,0,-1.871817497,-5.026426247,-0.722550308,0.0259013364,-5.192623491,-0.744831837,-1.337296293,-0.872414586,-1.506347743,0.060661142,-1.064008767,-1.487436821,1
-1.30268805,-1.242348455,1.244269821,0.229441122,-1.433218021,1.260816994,-0.99999196,1.76E-16,-0.00400991989,0,0,0,-1.90639047,-5.486899197,-0.712686776,0.00534044853,-5.471570301,-0.725412114,-1.346175039,-0.99302371,-1.48008712,0.0459032398,-1.201903104,-1.464419762,1
-1.290457521,-1.303839347,1.239764901,0.244858952,-1.498721909,1.259012806,-0.999989235,3.44E-16,-0.00463998467,0,0,0,-1.834153165,-5.633198255,-0.699805201,0.0808650132,-5.516775732,-0.709916693,-1.337383679,-1.104592688,-1.455035326,0.0601801544,-1.167592931,-1.443474319,1
-1.291001139,-1.412735522,1.237687156,0.246327505,-1.612759717,1.250141413,-0.99999706,-3.22E-17,-0.00242476521,0,0,0,-1.817398219,-5.986897384,-0.681325379,0.102950375,-5.702812483,-0.692695101,-1.339660527,-1.290092348,-1.430980594,0.0604204037,-1.209621673,-1.425072242,1
-1.288098287,-1.44999077,1.222798725,0.243773072,-1.654584006,1.22944938,-0.999999396,-3.94E-16,-0.00109890583,0,0,0,-1.815535947,-6.09631957,-0.665176558,0.10044761,-5.75656963,-0.681159772,-1.341719106,-1.436709073,-1.406812063,0.05105891,-1.232249729,-1.403506247,1
-1.28353172,-1.389315936,1.222741539,0.247054922,-1.583725437,1.227670643,-0.999999786,1.93E-16,-0.000653865574,0,0,0,-1.815904934,-6.145515,-0.641827656,0.100889222,-5.749319068,-0.662437575,-1.344436921,-1.523042837,-1.37952578,0.0442469682,-1.156082072,-1.376179443,1
-1.298100819,-1.492746694,1.215060314,0.229827591,-1.659423487,1.220838922,-0.999993467,3.05E-16,-0.00361473365,0,0,0,-1.858155185,-6.202464848,-0.620115223,0.0439332023,-6.022768084,-0.640478844,-1.362844161,-1.693747064,-1.357024215,0.00269447875,-1.594159681,-1.354277705,1
-1.316481494,-1.843569135,1.218843199,0.211891214,-2.030766132,1.21880066,-0.999998548,-5.60E-17,-0.0017044044,0,0,0,-1.868746112,-6.479320369,-0.59873203,0.0180253745,-6.545786123,-0.61620576,-1.363985501,-1.821650548,-1.332260175,-0.0228119831,-1.977672761,-1.332835639,1
-1.320511139,-1.88998015,1.22378901,0.214948275,-2.042382766,1.217648792,-0.999995169,9.34E-17,-0.00310836592,0,0,0,-1.873896116,-6.525744843,-0.571462076,0.00608559166,-6.72961004,-0.579363064,-1.369984841,-2.010679312,-1.305707842,-0.0367467098,-2.259873746,-1.306066499,1
-1.341269612,-1.905493231,1.220364196,0.20022742,-2.059894822,1.210714602,-0.999999545,5.97E-17,0.000953854147,0,0,0,-1.924887442,-6.575298896,-0.546928122,-0.0491854193,-6.826060325,-0.547803165,-1.382615272,-2.050826924,-1.278744894,-0.0672465747,-2.411171942,-1.280712785,1
-1.362163832,-1.769952639,1.219989418,0.180902096,-1.943048649,1.210773065,-0.999997427,1.12E-16,0.00226867725,0,0,0,-2.011269152,-6.490905475,-0.515617831,-0.131135648,-6.641668965,-0.514691188,-1.408867262,-2.031564758,-1.246671771,-0.0944853911,-2.282554902,-1.249502252,1
-1.390934824,-1.701859793,1.219011224,0.153801026,-1.892260753,1.205834339,-0.999994036,-1.45E-17,0.00345361737,0,0,0,-2.116587965,-6.478608515,-0.485643932,-0.244498891,-6.691792762,-0.472453714,-1.437909574,-2.010510575,-1.217308938,-0.127961567,-2.243144977,-1.217143709,1
-1.387958536,-1.573914143,1.221307961,0.166230139,-1.72570875,1.206650376,-0.999980482,3.31E-16,0.00624781481,0,0,0,-2.098308452,-6.297807765,-0.453596301,-0.233914665,-6.57311919,-0.439212439,-1.431217894,-1.961021515,-1.185738318,-0.114569177,-2.082112509,-1.185931897,1
-1.393635986,-1.479971351,1.203672273,0.164448993,-1.613135051,1.193559445,-0.999985735,-2.57E-17,0.00534132607,0,0,0,-2.127937552,-6.213170282,-0.44548817,-0.262167779,-6.449861171,-0.432794264,-1.434811735,-1.890499136,-1.177565407,-0.119879034,-2.0166801,-1.176029402,1
-1.396297666,-1.441477716,1.193745752,0.158826419,-1.60883983,1.182192443,-0.999985476,-2.86E-16,0.00538969103,0,0,0,-2.144793653,-6.252041695,-0.434540453,-0.296121329,-6.612519722,-0.423466423,-1.431810634,-1.828662811,-1.168111572,-0.121431909,-1.999781607,-1.165560011,1
-1.395273796,-1.398129,1.18845446,0.159671385,-1.549888016,1.168814225,-0.999986198,3.39E-16,0.00525384549,0,0,0,-2.126569339,-5.956479854,-0.424028737,-0.291500174,-6.441821236,-0.414131482,-1.395805775,-1.463520337,-1.157792844,-0.102104364,-1.804961753,-1.151071383,1
-1.391514072,-1.328692095,1.186151237,0.163738446,-1.427765482,1.170633889,-0.999995137,-4.20E-16,0.00311873763,0,0,0,-2.09159727,-5.502169645,-0.400841259,-0.243882528,-5.842502831,-0.387893528,-1.37809151,-1.286739923,-1.13627165,-0.0809088902,-1.592914389,-1.127188451,1
-1.354212133,-0.9724105,1.172333635,0.197742375,-1.074492099,1.159909706,-0.999999996,3.79E-17,-9.19E-05,0,0,0,-2.034341967,-4.98416189,-0.382406043,-0.186831893,-5.229521329,-0.368942242,-1.380867037,-1.303707184,-1.126466417,-0.0703898209,-1.518879096,-1.117262113,1
-1.32301027,-0.670751949,1.1700409,0.228895934,-0.756899061,1.156364358,-0.999999241,-4.08E-17,-0.0012320436,0,0,0,-2.018658664,-4.775258744,-0.356022977,-0.171102507,-4.989234814,-0.344144496,-1.389260557,-1.350797667,-1.10277189,-0.0772728206,-1.563749097,-1.092367385,1
-1.31859627,-0.603174883,1.158083084,0.23424165,-0.672672676,1.146461382,-0.999995266,7.51E-17,0.00307699117,0,0,0,-2.029880612,-4.728424181,-0.334741968,-0.178909163,-4.900721398,-0.330612962,-1.425529403,-1.570235693,-1.088932458,-0.0980900192,-1.703046613,-1.078451828,1
-1.316167562,-0.567022545,1.163090708,0.237652929,-0.623412519,1.149623225,-0.999980266,2.94E-16,0.00628236479,0,0,0,-2.045717238,-4.757316512,-0.30336759,-0.203720238,-4.966897612,-0.301533983,-1.440667735,-1.636873286,-1.061813948,-0.111819806,-1.794509623,-1.051241421,1
-1.341089398,-0.75526099,1.172837465,0.208955341,-0.842700246,1.155868155,-0.999987566,2.01E-16,0.00498682951,0,0,0,-2.094810782,-4.997155121,-0.260822227,-0.264923214,-5.251756134,-0.247259345,-1.464272094,-1.767479308,-1.029498011,-0.144955714,-2.026111387,-1.016383544,1
-1.326615724,-0.622696267,1.171921653,0.230436171,-0.698489313,1.152011377,-0.999984688,1.39E-16,0.00553396108,0,0,0,-2.054348803,-4.684938666,-0.23539745,-0.201516778,-4.790753228,-0.218533932,-1.46019908,-1.738615615,-1.013618665,-0.138596043,-2.015611987,-0.998389887,1
-1.345767255,-0.712193381,1.178465074,0.213286876,-0.789558128,1.15321263,-0.999993768,2.78E-16,0.00353052785,0,0,0,-2.124778897,-4.894151921,-0.194784647,-0.289017766,-5.094239164,-0.171922664,-1.524663976,-2.093545638,-0.988656694,-0.198022167,-2.329966042,-0.974750465,1
-1.280086278,-0.194721128,1.194605181,0.288883327,-0.212950247,1.166934213,-0.999999986,6.70E-17,-0.00016838705,0,0,0,-1.991250876,-3.884679923,-0.153646486,-0.15945547,-4.064902542,-0.117138068,-1.495388553,-1.856728165,-0.954169044,-0.193504245,-2.291000771,-0.937479591,1
-1.275391463,-0.144737852,1.195140069,0.298799215,-0.163732836,1.16790038,-0.99999935,2.43E-16,0.0011400573,0,0,0,-2.002006161,-3.956535144,-0.139224278,-0.187072161,-4.20809048,-0.101747834,-1.490020392,-1.76638708,-0.941567804,-0.183913146,-2.148903466,-0.925591161,1
-1.285395124,-0.192126818,1.196114533,0.294818589,-0.212785919,1.170621108,-0.999998582,-5.28E-16,-0.00168390564,0,0,0,-2.056117629,-4.205299059,-0.126546087,-0.23383317,-4.420058282,-0.0918177035,-1.506899503,-1.802336668,-0.931790052,-0.200043609,-2.186115097,-0.916566426,1
-1.278697011,-0.123066078,1.199092007,0.305269819,-0.139316672,1.167795853,-0.999996217,-8.88E-17,0.00275073715,0,0,0,-2.058321565,-4.228838225,-0.107585406,-0.246382303,-4.461128667,-0.0749421337,-1.508952152,-1.797074482,-0.91420527,-0.199127586,-2.139727295,-0.89803986,2
-1.290615036,-0.203589811,1.201146654,0.293058145,-0.226069605,1.171217094,-0.999993672,3.05E-16,0.00355744633,0,0,0,-2.076513849,-4.383735955,-0.0838751437,-0.266374485,-4.600675579,-0.0527108896,-1.507498133,-1.797920462,-0.890859836,-0.196649271,-2.134656932,-0.874366002,2
-1.274150196,-0.0641104005,1.203398565,0.313769465,-0.0839265338,1.175464062,-0.999911223,-6.87E-17,0.0133246138,0,0,0,-2.054238596,-4.22923827,-0.0620279571,-0.234136453,-4.393147922,-0.0379444346,-1.504234028,-1.776285019,-0.873392005,-0.193247052,-2.123582195,-0.86357295,2
-1.263180123,0.0214151658,1.209881316,0.336963874,0.00182547095,1.180347103,-0.999925621,-3.95E-17,0.0121963837,0,0,0,-2.070964851,-4.241723596,-0.0430182149,-0.215802275,-4.307568107,-0.027126608,-1.510504811,-1.779801286,-0.862268519,-0.186195516,-2.099341142,-0.859316049,2
-1.25342373,0.0783219121,1.231697186,0.359513514,0.0728506245,1.201249642,-0.999907676,3.09E-16,0.0135881801,0,0,0,-2.069067171,-4.186985328,-0.00539941674,-0.186001999,-4.229923728,0.0038890732,-1.500719202,-1.70494943,-0.830240998,-0.158305408,-1.98362333,-0.828005689,2
-1.251213751,0.0748974529,1.232108513,0.365411662,0.0451426619,1.200426226,-0.999848379,-3.97E-17,0.017413173,0,0,0,-2.067902116,-4.169895894,0.00643017743,-0.165718341,-4.247954669,0.0105499106,-1.484081662,-1.597863819,-0.818962215,-0.133742384,-1.884197108,-0.819915199,2
-1.249699442,0.0775458572,1.236049474,0.379193556,0.0410153415,1.202961411,-0.999870482,-2.72E-17,0.0160940616,0,0,0,-2.070942121,-4.10276139,0.0202389521,-0.124741711,-4.080780549,0.0217580661,-1.489877307,-1.602454692,-0.812535189,-0.11386827,-1.804639377,-0.819244237,2
-1.244308039,0.119973726,1.234383613,0.385317553,0.0854161064,1.201940057,-0.999928818,-3.60E-16,0.0119314111,0,0,0,-2.06021651,-4.055081917,0.0364627781,-0.107840706,-4.016595587,0.0366188548,-1.470873568,-1.485485284,-0.796568823,-0.0740494921,-1.587605627,-0.803747353,2
-1.243724168,0.152707378,1.237246453,0.39103163,0.12248496,1.203428603,-0.999968964,1.55E-16,0.00787851421,0,0,0,-2.049469132,-3.948103574,0.0585156473,-0.082597952,-3.875811019,0.0545240992,-1.463248941,-1.41722935,-0.779166131,-0.0543663181,-1.449933843,-0.786237869,2
-1.24564259,0.146165291,1.232381418,0.388319915,0.102735647,1.193457915,-0.999903995,-1.11E-16,0.0138564343,0,0,0,-2.020641137,-3.726064487,0.065349105,-0.0419852992,-3.647345639,0.0596712761,-1.453804018,-1.34963743,-0.771170073,-0.0415646411,-1.358201601,-0.77965218,2
-1.255087245,0.108681939,1.220708692,0.38350667,0.0654902401,1.181406337,-0.999837788,9.18E-17,0.0180110373,0,0,0,-1.994273937,-3.439243698,0.054619662,-0.0085094726,-3.43029521,0.0543396381,-1.439501777,-1.220626211,-0.776430771,-0.0398427853,-1.336316323,-0.78707768,2
-1.258665534,0.115118511,1.229136629,0.386794253,0.0827637448,1.190570635,-0.999798544,5.20E-17,0.0200716493,0,0,0,-2.025590015,-3.597521225,0.0784991518,-0.0233531139,-3.531884039,0.0787143072,-1.448296425,-1.264486287,-0.753330561,-0.0431797732,-1.354835593,-0.765546277,2
-1.26219173,0.105437078,1.243697001,0.386643921,0.0753731178,1.204172284,-0.999633632,-5.63E-17,0.0270666194,0,0,0,-2.027448157,-3.546877772,0.108631578,-0.0197167885,-3.51139024,0.112453327,-1.45840849,-1.323655833,-0.725036471,-0.0566275958,-1.44468343,-0.739147814,2
-1.253195766,0.177403966,1.247761638,0.398830367,0.136616501,1.204961676,-0.999511399,-1.52E-16,0.0312564022,0,0,0,-2.061039356,-3.698576574,0.125191301,-0.0367592411,-3.655298669,0.130226028,-1.464932113,-1.35638441,-0.713347316,-0.0589535106,-1.476029265,-0.728202706,2
-1.252788911,0.241902914,1.266303295,0.405741967,0.174508925,1.219437442,-0.999170428,-6.40E-17,0.0407241495,0,0,0,-2.088115537,-3.774071279,0.149226567,-0.033549727,-3.694477911,0.157503722,-1.475568662,-1.38322141,-0.696042004,-0.0578802228,-1.490757313,-0.710373659,2
-1.255797221,0.217209479,1.273405477,0.403819236,0.161621893,1.222147863,-0.999022445,3.04E-16,0.0442058184,0,0,0,-2.096589986,-3.792352392,0.161815345,-0.0490265352,-3.877001725,0.174772766,-1.475616681,-1.389477307,-0.685678934,-0.0723361691,-1.635353869,-0.699100717,2
-1.254600458,0.251505788,1.27152081,0.41026096,0.203360179,1.218500939,-0.999022787,-9.13E-17,0.0441980823,0,0,0,-2.146506994,-4.020372894,0.167281362,-0.0775727505,-4.095708807,0.182347524,-1.48151106,-1.402075845,-0.681888238,-0.081848598,-1.69465877,-0.696126163,2
-1.264827726,0.226470668,1.280894909,0.407755261,0.193926169,1.225860237,-0.999081591,3.33E-16,0.0428482729,0,0,0,-2.174668124,-4.275241431,0.179387794,-0.115443004,-4.552629592,0.198099552,-1.492663946,-1.50293158,-0.673841142,-0.107206149,-1.957910788,-0.687800163,2
-1.265984515,0.218456813,1.276857318,0.405494769,0.188403424,1.225067019,-0.999061073,8.85E-17,0.0433240316,0,0,0,-2.185931432,-4.380561272,0.180639286,-0.120868261,-4.624296529,0.203155652,-1.50399282,-1.595756974,-0.672617212,-0.119412851,-2.060348791,-0.689594754,2
-1.268152075,0.205898516,1.285700923,0.403929392,0.177964353,1.235659741,-0.998919491,-4.09E-16,0.0464741931,0,0,0,-2.180588984,-4.381840134,0.194994053,-0.113679881,-4.65512652,0.219511286,-1.498989748,-1.586213136,-0.65850112,-0.109484339,-2.026015794,-0.67709315,2
-1.254858519,0.259145401,1.282292236,0.405024715,0.204788747,1.236526402,-0.998971932,-5.17E-18,0.0453329794,0,0,0,-2.123799925,-4.026921909,0.197613674,-0.0321656018,-4.076829031,0.221323808,-1.469059048,-1.417810566,-0.65365633,-0.0662462385,-1.719326123,-0.672623926,2
-1.250841188,0.309293755,1.28597593,0.406543092,0.256612497,1.239982629,-0.999023982,-4.72E-16,0.0441710583,0,0,0,-2.110558561,-3.9803387,0.199803809,-0.0291232859,-4.080234171,0.224806707,-1.462848191,-1.395736811,-0.65184213,-0.0657874589,-1.723048702,-0.670868276,2
-1.260252491,0.278645945,1.282752066,0.39545045,0.244899315,1.236627892,-0.999075778,1.96E-16,0.0429836099,0,0,0,-1.990930347,-3.589660418,0.19421749,0.0833441606,-3.715015318,0.220181826,-1.432484972,-1.363496854,-0.655160129,-0.0328308846,-1.68069488,-0.675290463,2
-1.260438181,0.254268433,1.28150275,0.374893151,0.216226526,1.23028607,-0.999263617,3.22E-16,0.0383695586,0,0,0,-1.958176263,-3.666815054,0.18339859,0.0948947875,-3.790629143,0.213415177,-1.414879693,-1.348057658,-0.652015467,-0.028330297,-1.666874629,-0.672409939,2
-1.253783259,0.242020318,1.280202703,0.366396774,0.172535662,1.226857034,-0.999514996,3.30E-16,0.0311411891,0,0,0,-1.948824673,-3.69857961,0.14957479,0.0992500234,-3.789583022,0.181261127,-1.405127131,-1.315030933,-0.677642756,-0.0163687317,-1.559835787,-0.696770616,2
-1.253140632,0.172131157,1.253743032,0.356445693,0.0866507037,1.197679801,-0.999756276,1.64E-16,0.022076897,0,0,0,-1.962424642,-3.775538963,0.0619481006,0.0602102757,-4.045207315,0.105092459,-1.397739689,-1.224522341,-0.750341611,-0.0246864905,-1.578308942,-0.766807528,2
-1.256115193,0.0714641956,1.256242442,0.354497176,0.0258644713,1.202563984,-0.999822521,1.74E-16,0.0188394861,0,0,0,-2.018918628,-4.056562238,0.0153682634,0.00585611435,-4.212237245,0.058457714,-1.415408827,-1.315261733,-0.797448404,-0.0573681586,-1.778540786,-0.814751414,2
-1.26060095,-0.142218445,1.244402972,0.327911488,-0.190586899,1.191087989,-0.999750448,-8.31E-17,0.0223392474,0,0,0,-2.112218015,-4.118199455,-0.0253570115,-0.132840377,-4.332326922,0.0274375817,-1.416416581,-1.232634622,-0.811041598,-0.0978576517,-1.740218448,-0.832062361,2
-1.277417577,-0.257140868,1.238009739,0.306206292,-0.318070513,1.195945839,-0.999818037,1.24E-16,0.0190759733,0,0,0,-2.13129053,-4.194263414,-0.0650725076,-0.151411749,-4.357452219,-0.0126775944,-1.427991715,-1.306931621,-0.849415569,-0.102343039,-1.73403684,-0.867765237,2
